id,district_id,name_current,name_old,is_merged
725,51,Xã Bình Dương,,False
726,51,Xã Lãng Ngâm,,False
727,51,Xã Nhân Thắng,,False
728,51,Xã Xuân Lai,,False
729,51,Xã Đông Cứu,,False
730,51,Xã Đại Bái,,False
731,51,Xã Quỳnh Phú,,False
732,52,Thị trấn Thứa,,False
733,52,Xã An Thịnh,,False
734,52,Xã Trung Kênh,,False
735,52,Xã Phú Hòa,,False
736,52,Xã Mỹ Hương,,False
737,52,Xã Tân Lãng,,False
738,52,Xã Quảng Phú,,False
739,52,Xã Trừng Xá,,False
740,52,Xã Lai Hạ,,False
741,52,Xã Trung Chính,,False
742,52,Xã Minh Tân,,False
743,52,Xã Bình Định,,False
744,52,Xã Phú Lương,,False
745,52,Xã Lâm Thao,,False
746,53,Phường Phú Khương,,False
747,53,Phường Phú Tân,,False
748,53,Phường 8,,False
749,53,Phường 6,,False
750,53,Phường 4,,False
751,53,Phường 5,,False
752,53,Phường An Hội,,False
753,53,Phường 7,,False
754,53,Xã Sơn Đông,,False
755,53,Xã Phú Hưng,,False
756,53,Xã Bình Phú,,False
757,53,Xã Mỹ Thạnh An,,False
758,53,Xã Nhơn Thạnh,,False
